Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Moghaddamhosseini, V; Aval, HE; Najafi, ML; Lotfi, H; Heydari, H; Miri, M; Dadvand, P",,,,"Moghaddamhosseini, Vahideh; Aval, Hamideh Ebrahimi; Najafi, Moslem Lari; Lotfi, Hadi; Heydari, Hafez; Miri, Mohammad; Dadvand, Payam",,,The association between exposure to polycyclic aromatic hydrocarbons and birth outcomes: A systematic review and meta-analysis of observational studies,SCIENCE OF THE TOTAL ENVIRONMENT,,,,,,,,,,,,"Exposure to polycyclic aromatic hydrocarbons (PAHs) has been linked to adverse birth outcomes; however, to date, the available studies on such relations, with the exception of birth weight, has not been systematically synthesized. We conducted a systematic review and meta-analysis of the available observational studies on the association of maternal exposure to PAHs and their metabolites during pregnancy with indicators of fetal growth and gestational age at delivery. We searched Web of Science, PubMed and Scopus systematically for all relevant published papers in English until 13 January 2023. Random effects meta-analysis was applied to synthesize the association estimates. Publication bias was assessed using Egger's regression. A total of 31 articles were included in our review (n = 703,080 participants). Our quality assessment of reviewed papers showed that 19 research had excellent, nine had good, and three had fair quality. Most of the reviewed studies on exposure to PAHs and their metabolites with gestational age and preterm birth (seven studies) reported no statistically significant as-sociation. Eight studies were eligible for our meta-analysis. Results of the meta-analysis indicated that higher levels of maternal urinary 1-OHP was associated with lower birth weight, birth length and head circumference and a higher risk of low birth weight (LBW). However, these associations were not statistically significant. Similarly, the combined association between maternal urinary 1-OHP and newborn's Ponderal index (PI) and Cephalization index were not statistically significant. Overall, our systematic review and meta-analysis suggested a potential adverse impact of exposure to PAHs on LBW, HC, and CC; however, further studies are required to be able to draw concrete conclusions on such associations.",,,,,"Dadvand, Payam/O-8053-2018",,,,,,,,,,,,,,0048-9697,1879-1026,,,,DEC 20,2023,905,,,,,,,,166922,10.1016/j.scitotenv.2023.166922,http://dx.doi.org/10.1016/j.scitotenv.2023.166922,,SEP 2023,,,,,,37699478,,,,,WOS:001080181000001,View Full Record in Web of Science
J,"Kouiti, M; Castillo-Hermoso, MA; Lozano-Lorca, M; Olmedo-Requena, R; Zamora, J; Jiménez-Moléon, J",,,,"Kouiti, M.; Castillo-Hermoso, M. A.; Lozano-Lorca, M.; Olmedo-Requena, R.; Zamora, J.; Jimenez-Moleon, J.",,,PERSISTENT ORGANIC POLLUTANT EXPOSURE AND GESTATIONAL DIABETES: A SYSTEMATIC REVIEW AND META-ANALYSIS,GACETA SANITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0213-9111,1578-1283,,,,SEP,2023,37,,,1,,1050,S72,S72,,,,,,,,,,,,,,,,WOS:001161877400172,View Full Record in Web of Science
J,"Lin, SQ; Li, JJ; Yan, XJ; Pei, LJ; Shang, XJ",,,,"Lin, Shiqi; Li, Jiajia; Yan, Xiaojin; Pei, Lijun; Shang, Xuejun",,,Maternal pesticide exposure and risk of preterm birth: A systematic review and meta-analysis,ENVIRONMENT INTERNATIONAL,,,,,,,,,,,,"Background: Maternal pesticide exposure might be associated with adverse pregnancy outcomes through triggering inflammation and oxidative stress and disrupting endocrine functions. Yet the association between prenatal pesticide exposure and risk of preterm birth remains inconclusive. Objectives: To conduct a systematic review and meta-analysis of human observational studies using the Office of Health Assessment and Translation (OHAT) framework to explore the association of per ten-fold increase of pesticide concentrations in maternal biological samples during pregnancy with risk of preterm birth and length of gestational age at birth. Data source: Five English (PubMed, Embase, Cochrane Library, Web of Science and Scopus) and 3 Chinese databases (China national knowledge infrastructure (CNKI), Wanfang Data, and Chinese Biomedical Literature Database (CBM)) were searched till Jan 18th, 2023. Study eligibility criteria, participants, and interventions: To be included, pesticide exposure should be measured in maternal biological samples during pregnancy and in log-transformed forms. The primary outcome was preterm birth and the secondary outcome was gestational age at birth. Study appraisal, synthesis methods and confidence assessment: Quality of studies was evaluated using OHAT Risk of Bias Tool. Evidence was quantitatively synthesized with Correlated and Hierarchical Effects (CHE) model. The confidence rating in the body of evidence was done using OHAT. Results: A total of 21 studies reported by 18 papers were included, with 7 studies for preterm birth and 19 for gestational age at birth. The meta-analysis found a ten-fold increase of pesticide concentrations was potentially associated with risk of preterm birth (pooled OR = 1.28; 95%CI: 0.93, 1.78) and shortened gestational age at birth (beta = -0.10; 95%CI: -0.21, 0.01). Sampling biospecimens in different trimesters was identified as a potential modifier in the association between pesticide exposure and length of gestational age (F = 2.77, P < 0.05). For studies that collected samples at any time during pregnancy, pesticide exposure was found to be associated with shortened length of gestational age (beta = -0.43; 95%CI: -0.81, -0.06). The confidence rating in the body of evidence was moderate and very low for preterm birth and gestational age at birth, respectively. Conclusion: Our result suggested moderate evidence of an association between pesticide exposure and higher risk of preterm birth. Yet more studies are still needed with larger sample size and careful considerations of confounders and accuracy of outcome measurements. Attention is also required on other pesticide compounds in addition to organochlorine and organophosphorus pesticides, and on windows of susceptibility.",,,,,,"Lin, Shiqi/0000-0003-1874-5900",,,,,,,,,,,,,0160-4120,1873-6750,,,,AUG,2023,178,,,,,,,,108043,10.1016/j.envint.2023.108043,http://dx.doi.org/10.1016/j.envint.2023.108043,,JUN 2023,,,,,,37364307,,,,,WOS:001058353600001,View Full Record in Web of Science
J,"Chen, L; Xie, Y; Li, MJ; Mortimer, M; Li, FF; Guo, LH",,,,"Chen, Lu; Xie, Yue; Li, Minjie; Mortimer, Monika; Li, Fangfang; Guo, Liang-Hong",,,Toxicological mechanisms of emerging per-/poly-fluoroalkyl substances: Focusing on transcriptional activity and gene expression disruption,TOXICOLOGY,,,,,,,,,,,,"Environmental and human monitoring studies have witnessed increasing occurrence of emerging per-/poly-fluoroalkyl substances (ePFASs) worldwide. Three classes of ePFASs, namely chlorinated polyfluoroalkylether sulfonic acids, hexafluoropropylene oxide homologues and short-chain perfluoroalkyl acids attracted the most attention. It is, therefore, the goal of this review to systematically and critically analyse the toxicity and toxicological mechanisms of these ePFASs based on the papers published between 2017 and 2022. The review summarized the main findings from both in vivo and in vitro studies, covering the hepatotoxicity of ePFASs and their interference with the endocrine system, including reproductive, developmental and thyroid toxicity. It also summarized the changes in gene expression in the hypothalamic-pituitary-thyroid axis and hypothalamic-pituitary-gonad axis of the model organisms after ePFASs exposure. The changes in gene expression in vitro and in vivo provide a clearer understanding of the toxicological mechanisms of ePFASs interference on hormonal levels (i.e., estradiol, testosterone, and thyroid hormones), developmental disturbance (e.g., swim bladder dysfunction) and lipid metabolism disruption (e.g., lipid droplet accumulation and hepatomegaly). In the end, future research directions on the toxicological mechanisms of ePFASs are suggested.",,,,,"Guo, Liang-Hong/A-2909-2012; Mortimer, Monika/A-2593-2013; Li, Fangfang/D-9908-2013; ?, ?/JUU-4277-2023","Mortimer, Monika/0000-0001-9008-521X;",,,,,,,,,,,,,0300-483X,1879-3185,,,,AUG 1,2023,494,,,,,,,,153566,10.1016/j.tox.2023.153566,http://dx.doi.org/10.1016/j.tox.2023.153566,,JUN 2023,,,,,,37263573,,,,,WOS:001021601800001,View Full Record in Web of Science
J,"Dev, P; Chakravarty, K; Pandey, M; Ranjan, R; Cyriac, M; Mishra, VN; Pathak, A",,,,"Dev, Priya; Chakravarty, Kamalesh; Pandey, Manoj; Ranjan, Rakesh; Cyriac, Mareena; Mishra, Vijaya Nath; Pathak, Abhishek",,,Effect of persistent organic pollutants in patients with ischemic stroke and all stroke: A systematic review and meta-analysis,TOXICOLOGY,,,,,,,,,,,,"The role of environmental contaminants and their association with stroke is still being determined. Association has been shown with air pollution, noise, and water pollution; however, the results are inconsistent across studies. A systematic review and meta-analysis of the effect of persistent organic pollutants (POP) in ischemic stroke patients were conducted; a comprehensive literature search was carried out until 30th June 2021 from different databases. The quality of all the articles which met our inclusion criteria was assessed using NewcastleOttawa scaling; five eligible studies were included in our systematic review. The most studied POP in ischemic stroke was polychlorinated biphenyls (PCBs), and they have shown a trend for association with ischemic stroke. The study also revealed that living near a source of POPs contamination constitutes a risk of exposure and an increased risk of ischemic stroke. Although our study provides a strong positive association of POPs with ischemic stroke, more extensive studies must be conducted to prove the association.",,,,,"Pandey, Manoj/AAS-2315-2020; Chakravarty, Kamalesh/AAL-1307-2020","Pandey, Manoj/0000-0002-1496-9846; Chakravarty, Kamalesh/0000-0001-5984-8434",,,,,,,,,,,,,0300-483X,1879-3185,,,,AUG 1,2023,494,,,,,,,,153567,10.1016/j.tox.2023.153567,http://dx.doi.org/10.1016/j.tox.2023.153567,,JUN 2023,,,,,,37268249,,,,,WOS:001024603400001,View Full Record in Web of Science
J,"Cunha, YGD; do Amaral, GCB; Felix, AA; Blumberg, B; Amato, AA",,,,"Cunha, Yandra Giovanna de Oliveira; do Amaral, Giovanna Cavalcanti Brito; Felix, Alana Almeida; Blumberg, Bruce; Amato, Angelica Amorim",,,Early-life exposure to endocrine-disrupting chemicals and autistic traits in childhood and adolescence: a systematic review of epidemiological studies,FRONTIERS IN ENDOCRINOLOGY,,,,,,,,,,,,"Aims: Exposure to endocrine-disrupting chemicals (EDCs) during critical neurodevelopmental windows has been associated with the risk of autistic traits. This systematic review of epidemiological studies examined the association between maternal exposure to EDCs during pregnancy and the risk of autism spectrum disorder (ASD) in the offspring.Methods: We searched PubMed, Web of Science, Scopus, and Google Scholar from inception to November 17, 2022, for studies investigating the association between prenatal exposure to EDCs and outcomes related to ASD. Two independent reviewers screened studies for eligibility, extracted data, and assessed the risk of bias. The review was registered in PROSPERO (CRD42023389386).Results: We included 27 observational studies assessing prenatal exposure to phthalates (8 studies), polychlorinated biphenyls (8 studies), organophosphate pesticides (8 studies), phenols (7 studies), perfluoroalkyl substances (6 studies), organochlorine pesticides (5 studies), brominated flame retardants (3 studies), dioxins (1 study), and parabens (1 study). The number of examined children ranged from 77 to 1,556, the age at the assessment of autistic traits ranged from 3 to 14 years, and most studies assessed autistic traits using the Social Responsiveness Scale. All but one study was considered to have a low risk of bias. Overall, there was no association between maternal exposure to specific ECDs during pregnancy and the occurrence of autistic traits in offspring.Conclusions: Findings from the epidemiological studies evaluated here do not support an association between prenatal exposure to ECDs and the likelihood of autistic traits in later in life. These findings should not be interpreted as definitive evidence of the absence of neurodevelopment effects of EDCs affecting ASD risk, given the limitations of current studies such as representative exposure assessment, small sample sizes, inadequacy to assess sexually dimorphic effects, or the effects of EDC mixtures. Future studies should carefully address these limitations.",,,,,,,,,,,,,,,,,,,1664-2392,,,,,JUN 9,2023,14,,,,,,,,1184546,10.3389/fendo.2023.1184546,http://dx.doi.org/10.3389/fendo.2023.1184546,,,,,,,,37361542,,,,,WOS:001017604000001,View Full Record in Web of Science
J,"Norouzi, F; Alizadeh, I; Faraji, M",,,,"Norouzi, Fatemeh; Alizadeh, Ismaeil; Faraji, Maryam",,,Human exposure to pesticides and thyroid cancer: a worldwide systematic review of the literatures,THYROID RESEARCH,,,,,,,,,,,,"Thyroid cancer is considered as one of the most prevalent cancers in the world. Some pesticides can play a role as a potentially important risk factor in thyroid cancer by affecting thyroid morphology and thyroid hormone homeostasis. The aim of present study was to systematically review the available epidemiological evidence for human exposure to pesticides and thyroid cancer. Articles were searched in PubMed, Scopus and Web of Science by suitable keywords from January 2000 to May 2021. Standard techniques for systematic reviews were followed in the current study and results reported according to Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) guidelines. Based on the inclusion and exclusion criteria, finally seven studies including four cohort studies and three case-control studies were reviewed. Organochlorines (OCPs) in more cases, Organophosphates (OPs) and Carbamates insecticides, herbicides and fungicides were the studied pesticides. Inconsistent results were reported in the surveyed articles on the OCPs. Two articles on the Carbamates (Carbaryl and Mancozeb) showed consistently an inverse association between exposure and thyroid cancer. Increased risk of thyroid cancer due to the exposure to the Malathion was reported in one article on the OPs. Due to the limited current knowledge about the effect of pesticides on thyroid cancer in humans, human health policies must be implemented to control individual's exposure to chemicals through using of botanical pesticides in agricultural. Also, more studies must be done to fill this gap of knowledge.",,,,,"Faraji, Maryam/Y-9467-2018","Faraji, Maryam/0000-0002-7220-4438",,,,,,,,,,,,,,1756-6614,,,,MAY 15,2023,16,1,,,,,,,13,10.1186/s13044-023-00153-9,http://dx.doi.org/10.1186/s13044-023-00153-9,,,,,,,,37183250,,,,,WOS:000987158400001,View Full Record in Web of Science
J,"Zhu, AM; Wu, JN; Yuan, Y; Zeng, L; Wang, XC; Tan, W",,,,"Zhu, Anmin; Wu, Jiangni; Yuan, Yuan; Zeng, Lan; Wang, Xiaocong; Tan, Wei",,,The efficacy and safety of air tamponade in the repair of rhegmatogenous retinal detachment: a systematic review and meta-analysis.,OPHTHALMIC RESEARCH,,,,,,,,,,,,"Background: Rhegmatogenous retinal detachment (RRD) repair by pars plana vitrectomy (PPV) combined air tamponade has many advantages compared with PPV combined gas tamponade. However, there are controversial outcomes in RRD cases involving the lower quadrants. Objective: This study aimed to evaluate the efficacy and safety of PPV combined air tamponade in patients with RRD compared with PPV combined gas tamponade and whether it could be a safe alternative to PPV combined gas tamponade. Methods: The PubMed, Embase, and Cochrane Library databases published until September 2022 were comprehensively searched for studies that compared PPV combined with air tamponade and gas tamponade in patients with RRD. The rate of primary treatment success, best-corrected visual acuity (BCVA), and postoperative complications were extracted from the final eligible studies. The mean difference (MD) and risk ratio (RR) were calculated for continuous and dichotomous variables, respectively, with 95% confidence intervals (CIs). Results: A total of 8 studies with 668 eyes in the air tamponade group and 944 in the gas tamponade group were included. There was no significant difference in the rate of primary treatment success between the air tamponade group and the gas tamponade group (RR = 1.00, P = 0.79). In addition, the subgroup analysis suggested that whether retinal breaks were located above or below, there was no significant difference in either rate of primary treatment success (RR = 0.99, P = 0.89; RR = 1.02, P = 0.45). There was no significant difference in mean BCVA 3 months after surgery (MD = -0.02, P = 0.50). For postoperative complications, mean postoperative IOP was lower in the air tamponade at one day (MD = -4.24, P < 0.001), and there was no significant difference between the two groups at 7 days (MD = -0.45, P = 0.71), one month (MD = -0.69, P = 0.33), and 3 months (MD = 0.69, P = 0.35) after surgery. The rate of epiretinal membrane (ERM) development was lower in the air tamponade group (RR = 0.48, P = 0.04). Conclusions: For patients with uncomplicated RRD, PPV combined air tamponade is a feasible and safe alternative to PPV combined gas tamponade, regardless of the position of retinal breaks, with a similar primary treatment success rate, postoperative BCVA, and fewer postoperative complications.",,,,,"Zhu, Anmin/HZL-1217-2023; Tan, Wei/KBB-7333-2024; Liu, Yining/KHC-6217-2024","Liu, Yining/0000-0002-2218-2349",,,,,,,,,,,,,0030-3747,1423-0259,,,,,2023,66,1,,,,,892,902,,10.1159/000530690,http://dx.doi.org/10.1159/000530690,,APR 2023,,,,,,37088076,,,,,WOS:000979938600001,View Full Record in Web of Science
J,"Chen, HJ; Tsai, YL; Hsiao, CH; Chang, CJ",,,,"Chen, Hung-Ju; Tsai, Yu-Lin; Hsiao, Chung-Hao; Chang, Chia-Jen",,,Air versus Gas Tamponade for Primary Rhegmatogenous Retinal Detachment: A Systematic Review and Meta-analysis,OPHTHALMIC RESEARCH,,,,,,,,,,,,"Background: Air tamponade's effectiveness in treatment of rhegmatogenous retinal detachment (RRD) remains unclear.Objective: We aimed to review the surgical outcomes between air and gas tamponade after vitrectomy for RRD.Method: PubMed, Cochrane Library, EMBASE, and Web of Science were reviewed. The study protocol was registered in the International Prospective Register of Systematic Reviews (PROSPERO CRD42022342284). The primary outcome was the primary anatomical success after vitrectomy. The secondary outcome was the prevalence of postoperative ocular hypertension. Certainty of evidence was evaluated using the Grading of Recommendations Assessment, Development, and Evaluation system.Results: Ten studies involving 2677 eyes were included. One study was randomized, and the others were non-randomized. The primary anatomical success after vitrectomy was not significantly different between the air and gas groups (odds ratio [OR], 1.00; 95% confidence interval [CI], 0.68-1.48). The risk of ocular hypertension was significantly lower in the air group (OR, 0.14; 95% CI, 0.09-0.24). The certainty of evidence regarding air tamponade having an comparable anatomical outcome and lower frequency of postoperative ocular hypertension in treatment of RRD were low.Discussion: The current evidence base for tamponade selection in treatment of RRD has several major limitations. Further appropriately designed studies are needed to guide tamponade selection.",,,,,,"Tsai, Yu-Lin/0000-0002-5267-6681",,,,,,,,,,,,,0030-3747,1423-0259,,,,,2023,66,1,,,,,767,776,,10.1159/000530232,http://dx.doi.org/10.1159/000530232,,MAR 2023,,,,,,36972573,,,,,WOS:000967016000001,View Full Record in Web of Science
J,"Chaudhuri, S; Roy, M",,,,"Chaudhuri, Sriroop; Roy, Mimi",,,Global ambient air quality monitoring: Can mosses help? A systematic meta-analysis of literature about passive moss biomonitoring,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,,,,,,,,,,,,"Surging incidents of air quality-related public health hazards, and environmental degradation, have prompted the global authorities to seek newer avenues of air quality monitoring, especially in developing economies, where the situation appears most alarming besides difficulties around 'adequate' deployment of air quality sensors. In the present narrative, we adopt a systematic review methodology (PRISMA, Preferred Reporting Items for Systematic reviews and Meta-Analyses) around recent global literature (2002-2022), around moss-based passive biomonitoring approaches which might offer the regulatory authorities a complementary means to fill 'gaps' in existing air quality records. Following the 4-phased search procedure under PRISMA, total of 123 documents were selected for review. A wealth of research demonstrates how passive biomonitoring, with strategic use of mosses, could become an invaluable regulatory (and research) tool to monitor atmospheric deposition patterns and help identifying the main drivers of air quality changes (e.g., anthropogenic and/or natural). Besides individual studies, we briefly reflect on the European Moss Survey, underway since 1990, which aptly showcases mosses as 'naturally occurring' sensors of ambient air quality for a slew of metals (heavy and trace) and persistent organic pollutants, and help assessing spatio-temporal changes therein. To that end, we urge the global research community to conduct targeted research around various pollutant uptake mechanisms by mosses (e.g., species-specific interactions, environmental conditions, land management practices). Of late, mosses have found various environmental applications as well, such as in epidemiological investigations, identification of pollutant sources and transport mechanisms, assessment of air quality in diverse and complex urban ecosystems, and even detecting short-term changes in ambient air quality (e.g., COVID-19 Lockdown), each being critical for the authorities to develop informed and strategic regulatory measures. To that end, we review current literature and highlight to the regulatory authorities how to extend moss-based observations, by integrating them with a wide range of ecological indicators to assess regional environmental vulnerability/risk due to degrading air quality. Overall, an underlying motive behind this narrative was to broaden the current regulatory outlook and purview, to bolster and diversify existing air quality monitoring initiatives, by coupling the moss-based outputs with the traditional, sensor-based datasets, and attain improved spatial representation. However, we also make a strong case of conducting more targeted research to fill in the 'gaps' in our current understanding of moss-based passive biomonitoring details, with increased case studies.",,,,,,"Chaudhuri, Sriroop/0000-0002-0380-6128",,,,,,,,,,,,,1387-585X,1573-2975,,,,MAR,2024,26,3,,,,,5735,5773,,10.1007/s10668-023-03043-0,http://dx.doi.org/10.1007/s10668-023-03043-0,,FEB 2023,,,,,,37363020,,,,,WOS:000940295800002,View Full Record in Web of Science
J,"Yu, YP; Quan, XY; Wang, HJ; Zhang, B; Su, C; Hou, Y",,,,"Yu, Yipei; Quan, Xuyuan; Wang, Huijun; Zhang, Bing; Su, Chang; Hou, Yan",,,"Assessing the health risk of hyperuricemia in participants with persistent organic pollutants exposure-a systematic review and meta-analysis(vol 251, 114525, 2023)",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,,,,,,,,,,,,,,,,,"liu, xy/JEP-3175-2023; li, jing/JEF-8436-2023; Li, YiXue/JRW-6306-2023; bai, suyun/IUN-9317-2023; Gu, b/JNS-4761-2023; Chen, Xin/JDN-2017-2023; xiao, yang/JCD-7195-2023; ZHAO, S/IWV-4219-2023; Yang, Xiao/JCD-7233-2023; Zhao, Shuai/JJC-3733-2023; liu, shanshan/JPA-0852-2023; Liu, Yuan/JFB-4766-2023; zhou, yang/JED-3951-2023; Li, jiaqi/JOZ-6395-2023; wang, hongyuan/JWP-2279-2024","Zhao, Shuai/0000-0003-1320-4283;",,,,,,,,,,,,,0147-6513,1090-2414,,,,MAR 15,2023,253,,,,,,,,114661,10.1016/j.ecoenv.2023.114661,http://dx.doi.org/10.1016/j.ecoenv.2023.114661,,FEB 2023,,,,,,36812866,,,,,WOS:000948092900001,View Full Record in Web of Science
J,"Gao, Z; Yi, SJ; Xue, MZ; Zhu, KC; Yang, RY; Wang, TC; Sun, HW; Zhu, LY",,,,"Gao, Zhuo; Yi, Shujun; Xue, Mengzhu; Zhu, Kecheng; Yang, Rongyan; Wang, Tiecheng; Sun, Hongwen; Zhu, Lingyan",,,Microbial biotransformation mechanisms of PFPiAs in soil unveiled by metagenomic analysis,JOURNAL OF HAZARDOUS MATERIALS,,,,,,,,,,,,"As alternatives of long-chain PFASs (Poly- and perfluoroalkyl substances), perfluoroalkyl phosphinic acids (PFPiAs) are increasingly observed in the environment, but their environmental behaviors have not been well understood. Here, the microbial biotransformation of C6/C6 and C8/C8 PFPiA in two soils (Soil N and Y) was investigated. After 252 d and 330 d of incubation with PFPiAs in Soil N and Y respectively, the levels of PFPiAs decreased distinctly, accompanied by the increasing perfluorohexaphosphonic acid (PFHxPA) or perfluorooctanophosphonic acid (PFOPA) formation, magnifying PFPiAs were susceptible to C-P cleavage, which was also confirmed by the density functional theory calculations. The half-lives of the PFPiAs were longer than one year, while generally shorter in Soil N than in Soil Y and that of C6/C6 was shorter than C8/C8 PFPiA (392 d and 746 d in Soil N, and 603 and 1155 d in Soil Y, respectively). Metagenomic sequencing analysis revealed that Proteobacteria as the primary host of the potential functional genes related to C-P bond cleavage might be the crucial phyla contributing to the biotransformation of PFPiAs. Meanwhile, the more intensive interactions between the microbes in Soil N consistently contribute to its greater capacity for transforming PFPiAs.",,,,,"XUE, MENG Xiao/JZD-0120-2024","Rongyan, Yang/0009-0000-5919-7969; Sun, Hongwen/0009-0007-1260-4070; Zhu, Kecheng/0009-0008-4452-1613",,,,,,,,,,,,,0304-3894,1873-3336,,,,APR 15,2023,448,,,,,,,,130896,10.1016/j.jhazmat.2023.130896,http://dx.doi.org/10.1016/j.jhazmat.2023.130896,,FEB 2023,,,,,,36764254,,,,,WOS:000971517700001,View Full Record in Web of Science
J,"McCullough, P; Mohite, A; Virgili, G; Lois, N",,,,"McCullough, Philip; Mohite, Ajay; Virgili, Gianni; Lois, Noemi",,,Outcomes and Complications of Pars Plana Vitrectomy for Tractional Retinal Detachment in People With Diabetes A Systematic Review and Meta-analysis,JAMA OPHTHALMOLOGY,,,,,,,,,,,,"Importance Tractional retinal detachment (TRD) occurs in approximately 5% of people with proliferative diabetic retinopathy and poses a threat to vision. Pars plana vitrectomy (PPV) is the treatment of choice for TRD.Objective To determine anatomic and functional outcomes of PPV for the treatment of TRD in people with diabetes (dTRD).Data SourcesMEDLINE and Embase were searched systematically from January 1, 2000, to February 20, 2022. In addition, a reference list of eligible studies were screened.Study Selection Eligible studies were those published in English, those reporting outcomes of PPV for dTRD, and those that included more than 25 eyes and with a minimum follow-up of 3 months.Data Extraction and Synthesis Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) guidelines for data extraction/synthesis were followed, and the National Institute for Health quality assessment tool was used to assess risk of bias. Study eligibility was determined independently by 2 reviewers; data extraction was conducted by 1 reviewer and entries checked for accuracy by another. Data were pooled using a random-effects model.Main Outcomes and MeasuresMain outcomes included rate of failure of retinal reattachment following 1 surgery and final visual acuity (VA). The association of baseline patient characteristics and surgical maneuvers with postoperative surgical outcomes was investigated.Results Of the 406 studies identified, 38 (3839 eyes) were eligible and included for analysis. Patients had a median (IQR) age of 52.2 (49.6-55.7) years. In the studies reporting patient sex (31 of 38 studies), 1441 were female individuals (50.1%). The overall failure rate of retinal reattachment after 1 surgery was 5.9% (95% CI, 1.4%-8.3%), and the mean final VA was 0.94 (95% CI, 0.82-1.05) logMAR (approximate Snellen equivalent, 6/53; 95% CI, 6/39-6/71). People with higher preoperative VA achieved higher postoperative vision (0.66 logMAR worse final vision; 95% CI, 0.39-0.84 per 1.0 logMAR worse at baseline; P <.001). On multivariable analysis, no other patient characteristics or surgical variables had a statistically significant association with outcomes.Conclusions and Relevance Results of this systematic review and meta-analysis suggest that PPV was an effective strategy to achieve retinal reattachment in people with dTRD. Given that higher preoperative VA was the only factor associated with higher postoperative vision, early intervention should be considered and discussed in detail with patients. Overall, final postoperative VA remains low, and patients should be counseled on the guarded prognosis of dTRD.",,,,,"; Virgili, Gianni/P-6607-2014","Mohite, Ajay/0000-0001-7851-3197; McCullough, Philip/0000-0003-0605-8441; Virgili, Gianni/0000-0002-9960-2989",,,,,,,,,,,,,2168-6165,2168-6173,,,,FEB,2023,141,2,,,,,186,195,,10.1001/jamaophthalmol.2022.5817,http://dx.doi.org/10.1001/jamaophthalmol.2022.5817,,JAN 2023,,,,,,36633878,,,,,WOS:000914645600003,View Full Record in Web of Science
J,"Little, CC; Barlow, J; Alsen, M; van Gerwen, M",,,,"Little, Christine C.; Barlow, Joshua; Alsen, Mathilda; van Gerwen, Maaike",,,Association between polychlorinated biphenyl exposure and thyroid hormones: a systematic review and meta-analysis,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-TOXICOLOGY AND CARCINOGENESIS,,,,,,,,,,,,"Purpose: To conduct a comprehensive meta-analysis investigating the association between polychlorinated biphenyl (PCB) exposure and serum thyroid hormone levels among adults. Methods: Eleven studies met inclusion criteria for analysis following systematic search of PubMed, Embase, and Scopus databases. Of these, 7 studies measured exposure by the total sum of PCB congeners ( n-ary sumation PCB), 1 study measured individual PCB congener levels, and 3 studies measured both n-ary sumation PCB levels and PCB congener levels. Correlation coefficients (r) were extracted from each study. Summary estimates were calculated for n-ary sumation PCB levels and PCB congeners reported by 2 or more studies: PCB 28, 52, 101, 105, 118, 138, 153, and 180, using random effects model. Results: Significant negative correlation was found between n-ary sumation PCBs and T3 (r: -0.09; 95% CI: -0.17, -0.02) and FT3 (r: -0.24; 95% CI: -0.36, -0.12). Congener-specific analysis found T3 to be negatively correlated with PCB-153 (r: -0.19; 95% CI: -0.34, -0.03) and PCB-180 (r: -0.14; 95% CI: -0.26, -0.01), whereas TSH was positively correlated with PCB-105 (r: 0.15; 95% CI: 0.02, 0.28). Conclusions: The present study is the first meta-analysis to investigate the association between PCB exposure and thyroid hormone dysfunction among adults. Results suggest a significant association between PCB exposure and thyroid hormone dysregulation.",,,,,,,,,,,,,,,,,,,2689-6583,2689-6591,,,,OCT 2,2022,40,3-4,,,,,248,267,,10.1080/26896583.2022.2149213,http://dx.doi.org/10.1080/26896583.2022.2149213,,NOV 2022,,,,,,36515092,,,,,WOS:000898389200001,View Full Record in Web of Science
